決算年度,業務コード,団体コード ,県名,団体名,団体区分,表番号,表名称,行番号,行名称,001:令和4年度末現在高,002:令和5年度・歳出決算額,003:令和5年度・取崩し額,004:令和5年度・歳計剰余金処分によるもの,005:調整額,006:令和5年度末現在高,007:6列の管理状況・現金・預金,008:6列の管理状況・信託,009:6列の管理状況・有価証券,010:6列の管理状況・有価証券・うち地方債,011:6列の管理状況・出資金,012:6列の管理状況・その他
2023,62,470007,沖縄県,沖縄県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,9953418,3633,9945,0,9947106,5958694,0,700000,0,0,0,3288412
2023,62,合計(全国),,,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,595556275,2005159,9561239,-251690,587748505,134869165,0,2687527,1667936,0,667635,449524178
決算年度,業務コード,団体コード ,県名,団体名,団体区分,表番号,表名称,行番号,行名称,001:令和4年度末現在高,002:令和5年度・歳出決算額,003:令和5年度・繰出金,004:調整額,005:令和5年度末現在高,006:5列の管理状況・現金・預金,007:5列の管理状況・信託,008:5列の管理状況・有価証券,009:5列の管理状況・有価証券・うち地方債,010:5列の管理状況・出資金,011:5列の管理状況・土地,012:5列の管理状況・その他
2023,62,10006,北海道,北海道,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,13028973,0,0,0,13028973,5810768,0,0,0,0,0,7218205
2023,62,20001,青森県,青森県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,12227658,0,0,0,12227658,9376531,0,0,0,0,0,2851127
2023,62,30007,岩手県,岩手県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,31706000,0,995000,0,30711000,30000,0,0,0,0,366483,30314517
2023,62,40002,宮城県,宮城県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,19020313,3158,0,-251689,18771782,13570958,0,1077953,0,0,0,4122871
2023,62,50008,秋田県,秋田県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,35472664,611502,0,0,36084166,1530527,0,0,0,0,0,34553639
2023,62,60003,山形県,山形県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,6051825,0,0,0,6051825,5097944,0,0,0,0,513015,440866
2023,62,70009,福島県,福島県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,26440786,10267,1944000,0,24507053,12228212,0,0,0,0,0,12278841
2023,62,80004,茨城県,茨城県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,1110429,1,0,0,1110430,985316,0,0,0,0,0,125114
2023,62,90000,栃木県,栃木県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,39303120,0,1000000,0,38303120,20391729,0,3700000,3700000,0,4377276,9834115
2023,62,100005,群馬県,群馬県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,110001,埼玉県,埼玉県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,21221925,1357416,1310882,0,21268459,20978459,0,0,0,0,0,290000
2023,62,120006,千葉県,千葉県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,3800000,0,0,0,3800000,2400000,0,0,0,0,0,1400000
2023,62,130001,東京都,東京都,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,318237496,1210313,1243725,0,318204084,32895785,0,0,0,0,0,285308299
2023,62,140007,神奈川県,神奈川県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,150002,新潟県,新潟県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,1639307,19808,19805,0,1639310,63306,0,0,0,0,1384240,191764
2023,62,160008,富山県,富山県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,13653560,2823,509428,-1,13146954,10311776,0,0,0,0,417546,2417632
2023,62,170003,石川県,石川県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,13768605,56,0,0,13768661,7388714,0,0,0,0,0,6379947
2023,62,180009,福井県,福井県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,13385989,25466,4439830,0,8971625,4978529,0,0,0,0,0,3993096
2023,62,190004,山梨県,山梨県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,9836849,11420,0,0,9848269,3000162,0,62677,0,0,4258981,2526449
2023,62,200000,長野県,長野県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,200000,0,0,0,200000,200000,0,0,0,0,0,0
2023,62,210005,岐阜県,岐阜県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,12082689,3484,0,0,12086173,8104015,0,0,0,0,0,3982158
2023,62,220001,静岡県,静岡県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,1501850,2542,0,0,1504392,459961,0,0,0,0,0,1044431
2023,62,230006,愛知県,愛知県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,12417472,65687,0,0,12483159,1039123,0,0,0,0,0,11444036
2023,62,240001,三重県,三重県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,250007,滋賀県,滋賀県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,7636509,1487,0,0,7637996,4480624,0,0,0,0,3157372,0
2023,62,260002,京都府,京都府,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,13797457,40,600000,0,13197497,6655916,0,0,0,0,3128129,3413452
2023,62,270008,大阪府,大阪府,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,55000,0,0,0,55000,10000,0,0,0,0,0,45000
2023,62,280003,兵庫県,兵庫県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,10730791,1556,0,0,10732347,5678469,0,0,0,0,0,5053878
2023,62,290009,奈良県,奈良県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,386547,27672,27500,0,386719,262763,0,0,0,0,0,123956
2023,62,300004,和歌山県,和歌山県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,17849733,0,0,0,17849733,16747245,0,0,0,0,0,1102488
2023,62,310000,鳥取県,鳥取県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,7194720,0,0,0,7194720,6186965,0,0,0,0,0,1007755
2023,62,320005,島根県,島根県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,7978322,118,0,1,7978441,6691651,0,0,0,0,0,1286790
2023,62,330001,岡山県,岡山県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,11914772,585,0,-44578,11870779,3693033,0,0,0,0,8133950,43796
2023,62,340006,広島県,広島県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,4330987,745,688012,0,3643720,3643720,0,0,0,0,0,0
2023,62,350001,山口県,山口県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,5717467,3934,0,0,5721401,1064846,0,0,0,0,2567209,2089346
2023,62,360007,徳島県,徳島県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,5694194,310,0,0,5694504,3708481,0,0,0,0,1986023,0
2023,62,370002,香川県,香川県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,380008,愛媛県,愛媛県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,28347251,10385,82298,0,28275338,25149833,0,0,0,0,531329,2594176
2023,62,390003,高知県,高知県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,4640260,0,0,0,4640260,99837,0,0,0,0,653235,3887188
2023,62,400009,福岡県,福岡県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,17102352,101,0,0,17102453,899330,0,1667936,1667936,0,499687,14035500
2023,62,410004,佐賀県,佐賀県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,9233271,1424,0,0,9234695,6604368,0,0,0,0,2034356,595971
2023,62,420000,長崎県,長崎県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,3155439,0,15876,0,3139563,1649672,0,0,0,0,1313083,176808
2023,62,430005,熊本県,熊本県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,224824,911,0,0,225735,225735,0,0,0,0,0,0
2023,62,440001,大分県,大分県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,931779,469,0,0,932248,627428,0,0,0,0,0,304820
2023,62,450006,宮崎県,宮崎県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,460001,鹿児島県,鹿児島県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,6000000,0,0,0,6000000,4031240,0,0,0,0,1968760,0
2023,62,470007,沖縄県,沖縄県,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,16282462,3760,9945,0,16276277,12287865,0,700000,0,0,0,3288412
2023,62,合計(全国),,,,31,基金の状況・その1　積立基金現在高の状況,7,定額運用基金・合計,785311647,3377440,12886301,-296267,775506519,271240836,0,7208566,5367936,0,37290674,459766443
